125;78;-972;1505403222682;world
140;67;-964;1505408989311;world
107;75;-971;1505407407968;world
125;70;-970;1505403124385;world
123;61;-969;1505403077270;world
125;62;-969;1505403102282;world
98;69;-984;1505408405679;world
142;70;-966;1505409012690;world
93;74;-987;1505408499059;world
107;73;-970;1505407405408;world
127;69;-952;1505403523939;world
129;72;-952;1505403543351;world
90;74;-982;1505408508461;world
145;76;-963;1505409121144;world
140;61;-963;1505408962003;world
123;77;-971;1505403212330;world
111;62;-956;1505407504322;world
106;75;-970;1505408254777;world
124;72;-968;1505403117583;world
133;72;-952;1505403611177;world
94;72;-982;1505408398476;world
96;69;-962;1505407325386;world
94;60;-986;1505408329675;world
128;70;-951;1505403529591;world
123;77;-969;1505403210529;world
123;70;-973;1505403136538;world
144;69;-964;1505409065415;world
127;79;-951;1505403687584;world
131;62;-951;1505403582419;world
99;68;-962;1505407322785;world
108;78;-970;1505407420021;world
140;63;-965;1505408958351;world
122;70;-973;1505403137339;world
94;79;-983;1505408449092;world
109;62;-971;1505407465256;world
121;71;-968;1505403141594;world
95;68;-982;1505408369415;world
110;73;-971;1505408233156;world
132;62;-955;1505403567315;world
94;75;-988;1505408502610;world
124;73;-968;1505403118883;world
127;71;-952;1505403525489;world
141;73;-964;1505409105640;world
107;76;-971;1505407409118;world
124;77;-968;1505403210329;world
100;70;-963;1505407286411;world
107;75;-970;1505407407768;world
108;71;-971;1505407402059;world
122;70;-974;1505403137589;world
97;68;-959;1505407327937;world
100;72;-962;1505407290473;world
101;62;-963;1505407247942;world
127;73;-951;1505403539251;world
140;70;-966;1505409087334;world
123;68;-969;1505403111232;world
131;71;-954;1505403606726;world
101;66;-962;1505407280158;world
128;77;-953;1505403680620;world
141;65;-965;1505408974108;world
94;75;-981;1505408460398;world
95;74;-983;1505408440990;world
108;60;-969;1505407456053;world
130;63;-955;1505403259905;world
131;65;-954;1505403307120;world
127;78;-951;1505403684583;world
108;62;-969;1505407459304;world
94;66;-983;1505408362556;world
95;79;-982;1505408448192;world
94;60;-983;1505408313220;world
131;67;-953;1505403463033;world
107;68;-970;1505407398756;world
130;67;-952;1505403475639;world
101;62;-962;1505407247692;world
96;68;-983;1505408403380;world
124;62;-966;1505403100729;world
124;69;-969;1505403114182;world
127;69;-966;1505403184852;world
131;62;-950;1505403584370;world
100;69;-963;1505407285061;world
112;63;-955;1505408930836;world
141;73;-963;1505409106090;world
101;78;-963;1505407313682;world
130;63;-954;1505403260156;world
101;64;-962;1505407263947;world
107;63;-971;1505407391104;world
95;59;-985;1505408321172;world
94;68;-983;1505408363857;world
93;68;-979;1505408416333;world
95;78;-982;1505408446542;world
90;67;-983;1505408488505;world
92;62;-983;1505408332026;world
109;61;-970;1505407458404;world
93;67;-985;1505408480753;world
127;68;-951;1505403536650;world
100;68;-963;1505407283611;world
110;68;-970;1505408224803;world
122;61;-969;1505403079425;world
122;65;-969;1505403084876;world
100;64;-963;1505407262947;world
140;71;-964;1505409031604;world
100;71;-963;1505407289322;world
137;65;-966;1505409180773;world
129;67;-954;1505403313372;world
97;75;-981;1505408459096;world
142;63;-964;1505408983713;world
132;62;-956;1505403572516;world
124;69;-968;1505403112782;world
100;70;-962;1505407286261;world
123;68;-968;1505403110881;world
123;62;-967;1505403098579;world
130;65;-955;1505403305970;world
127;74;-952;1505403668967;world
108;70;-971;1505407400957;world
124;62;-969;1505403086026;world
124;63;-969;1505403086576;world
94;60;-984;1505408315220;world
129;62;-952;1505403337981;world
106;58;-970;1505407433975;world
127;70;-952;1505403525139;world
105;76;-970;1505408255877;world
124;63;-967;1505403098029;world
126;70;-971;1505403126035;world
130;62;-953;1505403251803;world
141;61;-962;1505408977808;world
124;75;-968;1505403208228;world
128;73;-953;1505403533592;world
100;67;-962;1505407282311;world
90;74;-981;1505408512963;world
130;70;-954;1505403600224;world
100;67;-964;1505407482762;world
94;72;-983;1505408398276;world
106;57;-970;1505407433576;world
100;65;-962;1505407279559;world
106;60;-970;1505407434725;world
95;62;-982;1505408347340;world
126;74;-968;1505403193555;world
101;74;-963;1505407293324;world
137;65;-965;1505409180372;world
107;78;-971;1505407421271;world
94;61;-983;1505408314520;world
106;76;-975;1505408250025;world
99;76;-983;1505408456946;world
140;68;-965;1505408991162;world
141;68;-964;1505408990761;world
100;77;-963;1505407305079;world
101;79;-962;1505407308381;world
113;75;-970;1505408239120;world
129;66;-954;1505403312472;world
128;71;-953;1505403521388;world
132;62;-953;1505403564615;world
99;62;-963;1505407276207;world
105;68;-974;1505408205377;world
95;70;-979;1505408412331;world
100;68;-962;1505407283461;world
94;62;-984;1505408316171;world
108;68;-970;1505407398256;world
123;73;-969;1505403119233;world
101;73;-962;1505407291773;world
107;76;-970;1505407408968;world
98;69;-959;1505407327386;world
129;76;-952;1505403678469;world
101;63;-963;1505407261746;world
100;76;-962;1505407302228;world
107;63;-970;1505407390353;world
128;73;-951;1505403534042;world
140;75;-966;1505409132598;world
124;74;-969;1505403120634;world
129;67;-955;1505403549153;world
128;76;-953;1505403675868;world
139;61;-964;1505408962753;world
141;69;-965;1505408992562;world
125;68;-968;1505403181001;world
129;64;-955;1505403301070;world
106;73;-967;1505408218523;world
123;71;-968;1505403115934;world
120;71;-968;1505403142043;world
130;66;-954;1505403279812;world
129;69;-953;1505403286214;world
102;62;-962;1505407251043;world
130;67;-949;1505403483727;world
104;72;-962;1505407347142;world
108;68;-971;1505407398456;world
106;76;-974;1505408249575;world
93;75;-978;1505408464648;world
94;68;-981;1505408409180;world
127;74;-951;1505403669467;world
140;72;-971;1505409082382;world
142;79;-966;1505409058312;world
112;61;-955;1505407503722;world
109;68;-974;1505408200076;world
128;69;-952;1505403330226;world
101;72;-965;1505407336188;world
127;75;-970;1505403203923;world
128;62;-954;1505403334229;world
130;66;-952;1505403475237;world
128;69;-953;1505403520740;world
101;61;-964;1505407245493;world
100;74;-962;1505407293623;world
108;66;-971;1505407395557;world
107;72;-970;1505407403608;world
120;77;-973;1505403219731;world
129;63;-955;1505403258855;world
102;61;-960;1505407258795;world
126;70;-949;1505403623732;world
95;67;-982;1505408375966;world
111;62;-955;1505407504573;world
111;74;-969;1505408234856;world
107;61;-970;1505407386753;world
110;73;-970;1505408233556;world
101;72;-962;1505407289872;world
108;61;-971;1505407386352;world
141;67;-965;1505408990011;world
125;71;-954;1505403590622;world
100;61;-964;1505407245141;world
95;70;-983;1505408394224;world
105;67;-961;1505407365747;world
107;72;-967;1505408217072;world
130;63;-953;1505403265307;world
121;77;-972;1505403218931;world
128;74;-952;1505403668366;world
128;79;-951;1505403687384;world
144;71;-970;1505409075680;world
106;73;-961;1505407349342;world
95;76;-982;1505408443392;world
143;70;-969;1505409072867;world
128;75;-952;1505403670967;world
140;66;-964;1505408988061;world
140;72;-964;1505409032154;world
146;77;-962;1505409122844;world
98;68;-960;1505407326187;world
101;61;-961;1505407257645;world
94;62;-982;1505408345789;world
144;70;-969;1505409074880;world
95;71;-982;1505408396976;world
108;68;-972;1505408198425;world
144;70;-965;1505409064664;world
124;78;-972;1505403215230;world
131;64;-954;1505403304869;world
123;68;-965;1505403176800;world
131;70;-954;1505403600724;world
140;68;-964;1505408990563;world
124;67;-968;1505403110531;world
128;72;-953;1505403531591;world
128;71;-952;1505403289265;world
98;68;-984;1505408405079;world
121;77;-973;1505403219331;world
108;61;-969;1505407458804;world
106;68;-974;1505408204927;world
89;75;-983;1505408510812;world
123;68;-971;1505403134137;world
104;67;-961;1505407364947;world
94;73;-984;1505408496859;world
128;76;-951;1505403679169;world
107;69;-971;1505407400257;world
108;73;-971;1505407405109;world
94;67;-984;1505408381820;world
100;79;-963;1505407309031;world
108;64;-971;1505407392056;world
108;67;-971;1505407397256;world
129;66;-952;1505403321023;world
141;73;-965;1505409026002;world
141;74;-966;1505409033355;world
140;74;-962;1505409108940;world
107;71;-971;1505407402559;world
107;75;-974;1505408248525;world
138;75;-961;1505409111541;world
107;62;-971;1505407390703;world
107;77;-971;1505407410618;world
106;61;-971;1505407428473;world
104;76;-971;1505408256894;world
107;62;-970;1505407388353;world
132;72;-953;1505403608778;world
125;72;-953;1505403592972;world
103;76;-971;1505408257444;world
94;78;-982;1505408447242;world
141;62;-964;1505408957850;world
131;62;-952;1505403580018;world
107;71;-968;1505408216224;world
91;68;-988;1505408485254;world
141;70;-965;1505409016041;world
126;74;-967;1505403194205;world
124;66;-968;1505403095878;world
123;65;-968;1505403094530;world
129;67;-953;1505403312922;world
124;76;-968;1505403208678;world
124;73;-952;1505403594973;world
130;66;-950;1505403482627;world
133;62;-953;1505403564915;world
107;75;-973;1505408247574;world
137;71;-965;1505409093586;world
128;78;-951;1505403684335;world
