-57;70;-174;1511439010484;world
-171;70;-80;1503664462387;world
-105;70;-112;1504369851675;world
-120;71;-96;1511364335153;world
-168;72;-101;1503677875299;world
-109;68;-96;1511110240227;world
-175;68;-93;1503659840844;world
-140;67;-133;1504199489971;world
-178;84;-120;1503847698005;world
-53;74;-174;1511439124946;world
-36;76;-261;1504958262980;world
-53;74;-57;1506350746783;world
-58;79;-248;1504961358801;world
-96;64;-97;1504363685342;world
-154;67;-115;1504188081477;world
-120;61;-32;1503666627825;world
-178;82;-121;1504012591121;world
-152;72;-103;1502974724556;world
-136;67;-33;1501398518654;world
-38;74;-174;1511439126447;world
-175;75;-121;1504015267484;world
-170;82;-121;1504012536352;world
-167;80;-119;1504012998534;world
-51;72;-65;1506350653489;world
-126;74;-34;1503417430316;world
-148;68;-67;1502795823061;world
-35;71;-174;1511439113143;world
-154;66;-115;1504187995870;world
-156;70;-114;1504188197960;world
-112;78;-96;1513958273693;world
-36;78;-18;1506608043926;world
-47;79;-77;1506312602270;world
-168;69;-106;1503675149160;world
-170;72;-103;1503677081085;world
-52;72;-67;1506351223669;world
-22;70;-178;1504106920023;world
-111;73;-89;1511112896808;world
-120;74;-93;1511364852318;world
-44;81;-42;1506607881065;world
-137;62;-34;1501398508493;world
-43;81;-43;1506607886069;world
-173;66;-100;1503241600664;world
-147;69;-128;1504200684273;world
-113;74;-103;1511113573831;world
-167;68;-91;1503325469584;world
-37;74;-162;1511439107182;world
-168;65;-75;1502798716153;world
-176;68;-93;1503660414736;world
-46;75;-79;1506312553869;world
-166;82;-121;1504012654193;world
-166;72;-99;1503676159687;world
-179;76;-124;1504018252080;world
-45;70;-40;1506607724567;world
-132;73;-28;1503413729804;world
-132;70;-32;1503415557132;world
-132;90;-29;1503413320593;world
-174;82;-121;1504012647194;world
-140;67;-84;1502798759713;world
-187;84;-122;1503847948330;world
-126;74;-24;1503416376843;world
-20;71;-53;1506259264133;world
-98;67;-115;1504363653826;world
-168;71;-85;1503661467011;world
-52;80;-247;1504958881232;world
-164;72;-99;1503676105276;world
-169;68;-94;1503647467090;world
-111;73;-88;1511112813922;world
