-67;67;125;1505799281115;world
-82;68;135;1505800350027;world
-75;71;110;1505493319478;world
-75;72;118;1505493322979;world
-75;69;118;1505491323727;world
-75;69;111;1505491299207;world
-77;69;120;1505491532444;world
-87;69;131;1505799998011;world
-87;72;113;1505493337734;world
-76;67;114;1505491318915;world
-90;69;125;1505800083210;world
-82;67;126;1505799895988;world
-87;69;122;1505491679704;world
-78;69;131;1505799793096;world
-92;77;119;1505905440786;world
-98;67;88;1514124596357;world
-91;72;122;1505800214319;world
-79;69;111;1505491412219;world
-74;69;114;1505491389356;world
-90;69;133;1505800127794;world
-83;72;113;1505493336032;world
-67;66;116;1505799273541;world
-84;70;88;1514124733992;world
-83;69;111;1505491420667;world
-83;69;135;1505800345076;world
-81;69;126;1505799880632;world
-84;68;88;1514124601559;world
-95;69;97;1514124802704;world
-91;67;118;1505800191165;world
-87;67;122;1505491673351;world
-87;69;126;1505799988584;world
-79;67;111;1505491413918;world
-86;69;130;1505799996586;world
-82;69;126;1505799899639;world
-95;66;86;1514124594319;world
-86;69;132;1505800007062;world
-76;69;122;1505493325231;world
-77;65;122;1505491537897;world
-65;66;115;1505799301231;world
-101;68;88;1514124615618;world
-75;69;115;1505491300258;world
-90;69;127;1505800119793;world
-84;69;98;1514124758753;world
-91;73;119;1505905499135;world
-91;75;118;1505905839308;world
-75;70;118;1505493322229;world
-67;67;116;1505799274091;world
-83;69;109;1505491400661;world
-91;78;118;1505905837306;world
-77;67;118;1505491330377;world
-74;71;114;1505834529079;world
-76;69;114;1505491317015;world
-84;66;98;1514124750651;world
-91;69;116;1505800195866;world
-75;69;109;1505491393356;world
-65;69;113;1505800663427;world
-90;68;131;1505800144297;world
-91;69;131;1505800123294;world
-67;67;120;1505799284520;world
-67;69;116;1505799293218;world
-98;70;88;1514124700216;world
-77;69;121;1505491532744;world
-91;76;118;1505905837957;world
-91;69;120;1505800187215;world
-79;66;111;1505491414919;world
-77;70;122;1505493327380;world
-98;69;88;1514124614863;world
-65;69;105;1505800665175;world
-90;69;97;1514124803703;world
-65;69;115;1505799303174;world
-86;68;126;1505799954378;world
-101;68;97;1514124761754;world
-83;71;122;1505800233777;world
-78;69;125;1505799967631;world
-101;70;88;1514124723992;world
-67;69;120;1505799294521;world
-91;72;118;1505800216021;world
-101;69;97;1514124762355;world
-78;67;135;1505799212345;world
-87;68;122;1505491672701;world
-74;72;114;1505834544938;world
-85;69;113;1505491516935;world
-82;69;135;1505800360152;world
-91;67;96;1514124813857;world
-88;68;86;1514124600608;world
-91;68;122;1505800172201;world
-84;69;88;1514124618064;world
-84;69;135;1505800344326;world
-91;73;120;1505905499385;world
-77;69;119;1505491532145;world
-79;69;135;1505800115567;world
-91;69;126;1505800152999;world
-83;72;110;1505493334032;world
-83;69;123;1505799854944;world
-88;66;86;1514124592357;world
-74;70;114;1505834528479;world
-87;70;122;1505800231776;world
-90;69;126;1505800091710;world
-90;69;130;1505800121544;world
-87;65;122;1505491674752;world
-83;68;113;1505491422968;world
-91;73;118;1505905498636;world
-84;68;98;1514124758404;world
-80;69;126;1505799880383;world
-90;68;126;1505800084659;world
-91;67;122;1505800172951;world
-83;75;113;1505905867567;world
-77;69;135;1505799794547;world
-91;68;113;1505493548416;world
-92;77;117;1505905438437;world
-67;69;125;1505799295819;world
-75;69;117;1505491302418;world
-91;69;117;1505800196266;world
-86;67;135;1505800347476;world
-74;69;110;1505491394006;world
-65;69;104;1505799309173;world
-86;69;134;1505800007762;world
-75;68;110;1505491295309;world
-86;69;129;1505799990635;world
-90;67;135;1505800139946;world
-88;70;86;1514124732892;world
-91;66;118;1505800191517;world
-91;79;118;1505905836356;world
-65;69;106;1505800665378;world
-82;68;126;1505799895237;world
-76;68;114;1505491318215;world
-91;70;118;1505800215319;world
-76;69;116;1505493371047;world
-101;67;88;1514124597361;world
-90;67;131;1505800145297;world
-83;67;113;1505491423568;world
-91;69;121;1505800186964;world
-86;69;127;1505799989935;world
-77;69;126;1505799791897;world
-87;71;122;1505800232126;world
